OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47394,31,0,0,500284,1.0,14.0,,365903.219,No,,2258819.315,No,,891.0764,17.5,,1.0,3.5,,,14.0,,0.0,Yes,,,,,4390838.628,27105831.78,,{39a970c0-824b-4dc9-86c9-ea561340bd28},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,2026-01-05T14:35:20.65,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47395,31,0,0,500285,0.0,35.0,,365903.219,No,,2258814.065,No,,891.0764,17.5,,1.0,3.5,,,14.0,,0.0,Yes,,,,,4390838.628,27105768.78,,{42e1e213-e590-4b40-b524-2fb993eb4f49},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T14:44:17.418,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47396,31,0,0,500286,1.0,4.0,,365903.219,No,,2258808.815,No,,891.0764,17.5,,1.0,3.5,,,14.0,,0.0,Yes,,,,,4390838.628,27105705.78,,{04f3c2db-3ab7-4c0f-a231-ac5a6c647532},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T14:49:24.927,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47397,31,0,0,500287,1.0,19.0,,365899.605,No,,2258799.899,No,,891.0764,16.5,,1.0,3.5,,,13.0,,0.0,Yes,,,,,4390795.26,27105598.788000003,,{50eb7391-c37e-41d0-bc5e-54bf174873d7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T14:58:57.987,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47398,31,0,0,500288,1.0,30.0,,365903.219,No,,2258799.899,No,,891.0764,16.5,,1.0,3.5,,,13.0,,0.0,Yes,,,,,4390838.628,27105598.788000003,,{a9977dea-7dbc-4ec6-8269-da08eefa815b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T14:53:09.123,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47399,34,0,0,500289,,,,364503.182,No,,2258019.899,No,,895.0,16.5,,,3.5,,,13.0,,,Yes,,,,,4374038.183999999,27096238.788000003,,{d087df71-82e1-418a-b37e-a1804b36cf0a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47400,34,0,0,500290,,,,364503.182,No,,2258028.815,No,,895.0,17.5,,,3.5,,,14.0,,,Yes,,,,,4374038.183999999,27096345.78,,{8239d6d6-077c-45fe-8bf2-8f3ed9bdddbc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47401,34,0,0,500291,,,,364503.182,No,,2258034.065,No,,895.0,17.5,,,3.5,,,14.0,,,Yes,,,,,4374038.183999999,27096408.78,,{ff2345a8-1d0b-4a13-bfaa-a6411952ef82},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47402,34,0,0,500292,,,,364503.182,No,,2258046.815,No,,895.0,16.5,,,3.5,,,13.0,,,Yes,,,,,4374038.183999999,27096561.78,,{1debaae9-d6d4-4675-b1e5-9dccc0dc782d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47403,34,0,0,500293,,,,364499.568,No,,2258019.899,No,,895.0,16.5,,,3.5,,,13.0,,,Yes,,,,,4373994.816000001,27096238.788000003,,{a84d79c4-fc17-4c13-9568-c63f98ecc1dc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47404,34,0,0,500294,,,,364499.568,No,,2258028.815,No,,895.0,17.5,,,3.5,,,14.0,,,Yes,,,,,4373994.816000001,27096345.78,,{9f704306-c693-4ecf-94f7-43aebb3a15bc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47405,34,0,0,500295,,,,364499.568,No,,2258034.065,No,,895.0,17.5,,,3.5,,,14.0,,,Yes,,,,,4373994.816000001,27096408.78,,{9a2a801a-3f77-4c8d-86ac-9a3f7bf31f12},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47406,34,0,0,500296,,,,364499.568,No,,2258039.315,No,,895.0,17.5,,,3.5,,,14.0,,,Yes,,,,,4373994.816000001,27096471.78,,{cacdc167-42b8-4c22-a575-e0fc9538d1d7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47407,34,0,0,500297,,,,364499.568,No,,2258046.815,No,,895.0,16.5,,,3.5,,,13.0,,,Yes,,,,,4373994.816000001,27096561.78,,{a4b67a8a-50ce-4ab2-aeea-5d71b3267b9c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47408,34,0,0,500298,,,,364499.568,No,,2258052.815,No,,895.0,16.5,,,3.5,,,13.0,,,Yes,,,,,4373994.816000001,27096633.78,,{ad723f82-51de-48b5-ba86-35e107c0d321},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47409,34,0,0,500299,,,,364503.182,No,,2258052.815,No,,895.0,16.5,,,3.5,,,13.0,,,Yes,,,,,4374038.183999999,27096633.78,,{11f44727-31f3-434a-b112-306c7ecd06de},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47410,34,0,0,500300,,,,364503.182,No,,2258039.315,No,,895.0,17.5,,,3.5,,,14.0,,,Yes,,,,,4374038.183999999,27096471.78,,{076aaf96-82ff-4ce2-990b-8b4e701cae48},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47411,35,0,0,500301,,,,364499.568,No,,2258526.899,No,,887.0724,16.5,,,3.5,,,13.0,,0.0,Yes,,,,,4373994.816000001,27102322.788000003,,{2d371d5a-0978-4aef-becb-00d031910f4c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47412,35,0,0,500302,,,364499.608,364499.568,Yes,2258535.947,2258535.815,No,887.05,887.0724,17.5,887.05,,3.5,No,-869.55,14.0,No,-1.34,Yes,90.5192828811027,90.6346704900092,,,-0.4799999997485429,-1.584000002592802,,{84bd362a-f964-46cd-89cc-5a4924410d2a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47413,35,0,0,500303,,,364499.671,364499.568,Yes,2258541.007,2258541.065,Yes,886.98,887.0724,17.5,886.98,,3.5,No,-869.48,14.0,No,-2.68,Yes,90.3618632728534,90.2211405070124,,,-1.2359999993350357,0.6959999967366457,,{e52fc4f5-9a5b-4fc3-ba9f-8fc58e3e214d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47414,35,0,0,500304,,,,364499.568,No,,2258546.315,No,,887.0724,17.5,,,3.5,,,14.0,,0.0,Yes,,,,,4373994.816000001,27102555.78,,{ba74b49c-1540-432d-8446-1479e00ded44},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47415,35,0,0,500305,,,,364499.568,No,,2258553.815,No,,887.0724,16.5,,,3.5,,,13.0,,0.0,Yes,,,,,4373994.816000001,27102645.78,,{7d4f680a-cd35-479f-a285-f67dc42246b8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47416,35,0,0,500306,,,,364499.568,No,,2258559.815,No,,887.0724,16.5,,,3.5,,,13.0,,0.0,Yes,,,,,4373994.816000001,27102717.78,,{3f6710e2-d74a-4fe8-9f66-807893cc4de3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47417,35,0,0,500307,,,,364503.182,No,,2258559.815,No,,887.0724,16.5,,,3.5,,,13.0,,0.0,Yes,,,,,4374038.183999999,27102717.78,,{99a6383f-d2fd-4f12-8fe4-0b91d5ba25cb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47418,35,0,0,500308,,,,364503.182,No,,2258553.815,No,,887.0724,16.5,,,3.5,,,13.0,,0.0,Yes,,,,,4374038.183999999,27102645.78,,{c5127506-4f70-4a5b-9db3-fee6472ae12d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47419,35,0,0,500309,,,364503.032,364503.182,Yes,2258541.081,2258541.065,Yes,887.047,887.0724,17.5,887.047,,3.5,No,-869.547,14.0,No,2.13,Yes,90.8636900442211,89.8475729233714,,,1.7999999995809048,-0.19199999794363976,,{cb18d693-f7ff-464d-b3ea-322e31c2fbf4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47420,35,0,0,500310,,,,364503.182,No,,2258535.815,No,,887.0724,17.5,,,3.5,,,14.0,,0.0,Yes,,,,,4374038.183999999,27102429.78,,{c408e96e-8d6d-4377-82b0-e9ee5cdd94bf},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47421,35,0,0,500311,,,,364503.182,No,,2258526.899,No,,887.0724,16.5,,,3.5,,,13.0,,0.0,Yes,,,,,4374038.183999999,27102322.788000003,,{554b631b-d86f-42c6-bc28-d9dbade9068d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47422,35,0,0,500312,,,,364503.182,No,,2258546.315,No,,887.0724,17.5,,,3.5,,,14.0,,0.0,Yes,,,,,4374038.183999999,27102555.78,,{61d0cee0-2c44-44b9-9d86-ae98ea19c354},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47423,3,0,0,500313,,,,374002.519,No,,2266927.258,No,,840.2461,,,,3.5,,,,,,Yes,,,,,4488030.228,27203127.096,,{a6d7993b-1523-42c1-97e3-a9623a7041da},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47424,3,0,0,500314,,,,374002.519,,,2266936.175,,,840.2461,,,,3.5,,,,,,Yes,,,,,4488030.228,27203234.099999998,,{2648f110-123e-4278-8fc0-494c0283b844},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,14.0,,,Refusal,,,,,,,,,,,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47425,3,0,0,500315,,,,374002.519,,,2266941.425,,,840.2461,,,,3.5,,,,,,Yes,,,,,4488030.228,27203297.099999998,,{3769dfce-f37f-4a13-9a48-713848800ae4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,14.0,,,Refusal,,,,,,,,,,,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47426,3,0,0,500316,,,,373998.905,No,,2266927.258,No,,840.2461,,,,3.5,,,,,,Yes,,,,,4487986.86,27203127.096,,{f0e98a5b-7016-4ce2-81a1-e9ca7110c0ea},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47427,3,0,0,500317,,,,373998.905,,,2266936.175,,,840.2461,,,,3.5,,,,,,Yes,,,,,4487986.86,27203234.099999998,,{906002f3-d57f-45e3-9ac6-625f7532afe6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,14.0,,,Refusal,,,,,,,,,,,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47428,3,0,0,500318,,,,373998.905,,,2266941.425,,,840.2461,,,,3.5,,,,,,Yes,,,,,4487986.86,27203297.099999998,,{925302f8-9d9f-46de-a203-03a1472ac6fd},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,14.0,,,Refusal,,,,,,,,,,,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47429,3,0,0,500319,,,,373998.905,,,2266946.675,,,840.2461,,,,3.5,,,,,,Yes,,,,,4487986.86,27203360.099999998,,{1cd598de-9024-4003-b71a-b0aa33109f28},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47430,3,0,0,500320,,,,373998.905,,,2266954.175,,,840.2461,,,,3.5,,,,,,Yes,,,,,4487986.86,27203450.099999998,,{562f4427-7f04-4352-96d4-3b518b8e71fa},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47431,3,0,0,500321,,,,373998.905,,,2266960.175,,,840.2461,,,,3.5,,,,,,Yes,,,,,4487986.86,27203522.099999998,,{cbb1e9ba-7712-4a15-8f7b-6778d14afae2},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47432,3,0,0,500322,,,,374002.519,,,2266960.175,,,840.2461,,,,3.5,,,,,,Yes,,,,,4488030.228,27203522.099999998,,{8de6aa62-e80f-45c9-9ab9-239857b32d36},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47433,3,0,0,500323,,,,374002.519,,,2266954.175,,,840.2461,,,,3.5,,,,,,Yes,,,,,4488030.228,27203450.099999998,,{9756805c-b92f-407f-9167-922c0fa152da},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47434,3,0,0,500324,,,,374002.519,,,2266946.675,,,840.2461,,,,3.5,,,,,,Yes,,,,,4488030.228,27203360.099999998,,{f4cb9cc9-e0f9-4c6e-9bde-a0ac7d31384f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,0.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47435,4,0,0,500325,,,,373917.83,No,,2268153.19,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487013.96,27217838.28,,{cf82e860-8eec-4dbb-9a42-fca38c1e8158},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47436,4,0,0,500326,,,,373917.83,No,,2268162.107,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487013.96,27217945.283999998,,{a7e4d9e6-037e-46fc-84b5-c8dddce816ac},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47437,4,0,0,500327,,,,373917.83,No,,2268167.357,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487013.96,27218008.283999998,,{91d05177-bd41-4289-8bfc-fb5fe78fbde3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47438,4,0,0,500328,,,,373917.83,No,,2268172.607,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487013.96,27218071.283999998,,{7f2dc882-95be-4b0b-a1f4-5a613dea321f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47439,4,0,0,500329,,,,373917.83,No,,2268180.107,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487013.96,27218161.283999998,,{8648ce11-a9eb-48ff-9d00-1b34b22f806a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47440,4,0,0,500330,,,,373917.83,No,,2268186.107,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487013.96,27218233.283999998,,{00f7cdc1-1c83-4dcc-9986-d4dcfc9a44d3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47441,4,0,0,500331,,,,373921.445,No,,2268186.107,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487057.34,27218233.283999998,,{77a93857-01d6-492e-af46-b20c638a15b9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47442,4,0,0,500332,,,,373921.445,No,,2268180.107,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487057.34,27218161.283999998,,{69845db3-af70-4762-a5c5-77222acdf438},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47443,4,0,0,500333,,,,373921.445,No,,2268172.607,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487057.34,27218071.283999998,,{e400a16e-417a-4d19-b44a-77cb8483fc2c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47444,4,0,0,500334,,,,373921.445,No,,2268167.357,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487057.34,27218008.283999998,,{c2306ff7-30b0-45b3-ad21-fac29391de54},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47445,4,0,0,500335,,,,373921.445,No,,2268162.107,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487057.34,27217945.283999998,,{2508098d-b0f9-4baa-9d89-22b4fbb1d0fe},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47446,4,0,0,500336,,,,373921.445,No,,2268153.19,No,,829.996,,,1.0,3.5,,,,,,Yes,,,,,4487057.34,27217838.28,,{777059d5-b4ea-4292-9f74-711c4ef2648d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47447,5,0,0,500337,,,,372345.798,No,,2270828.804,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468149.576,27249945.648000002,,{aab69180-e21a-48fe-8ab0-a4507d89418f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47448,5,0,0,500338,,,,372345.798,No,,2270837.721,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468149.576,27250052.652,,{767f8a99-a5bd-4099-8aed-362493c7fd13},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47449,5,0,0,500339,,,,372345.798,No,,2270842.971,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468149.576,27250115.652,,{43cb05fb-d569-47ee-b6f0-248d5a7dcd70},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47450,5,0,0,500340,,,,372345.798,No,,2270848.221,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468149.576,27250178.652,,{f81484c8-320d-4a6c-a427-7e78921c736c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47451,5,0,0,500341,,,,372345.798,No,,2270855.721,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468149.576,27250268.652,,{0066eee1-791b-4dad-b8d9-cfad98a4096c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47452,5,0,0,500342,,,,372345.798,No,,2270861.721,No,,835.0691,,,,3.5,,,,,,Yes,,,,,4468149.576,27250340.652,,{e53335c7-e742-4c59-8f08-acde92a90970},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-12 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
